FACID	JURISID	JURISSIZE	WEIGHT	NAME	YEAR	CONFPOP	CONFPOP_FLAG	NCONPOP	NCONPOP_FLAG	TOTPOP	TOTPOP_FLAG	WEEK	WEEK_FLAG	WEEKN	WEEKN_FLAG	NONCITZ	NONCITZ_FLAG	ADULTM	ADULTM_FLAG	ADULTF	ADULTF_FLAG	JUVM	JUVM_FLAG	JUVF	JUVF_FLAG	TOTGENDER	TOTGENDER_FLAG	ADLTJUV	ADLTJUV_FLAG	CONV	CONV_FLAG	CONVUNSENT	CONVUNSENT_FLAG	CONVSENT	CONVSENT_FLAG	UNCONV	UNCONV_FLAG	UNCONVTRIAL	UNCONVTRIAL_FLAG	UNCONVHOLD	UNCONVHOLD_FLAG	UNCONVOTHER	UNCONVOTHER_FLAG	TOTCONVSTATUS	TOTCONVSTATUS_FLAG	FELONY	FELONY_FLAG	MISD	MISD_FLAG	OTHEROFFSPEC	OTHEROFF	OTHEROFF_FLAG	TOTOFF	TOTOFF_FLAG	WHITE	WHITE_FLAG	BLACK	BLACK_FLAG	HISP	HISP_FLAG	AIAN	AIAN_FLAG	ASIAN	ASIAN_FLAG	NHOPI	NHOPI_FLAG	TWORACE	TWORACE_FLAG	OTHERRACESPEC	OTHERRACE	OTHERRACE_FLAG	RACEDK	RACEDK_FLAG	RACETOTAL	RACETOTAL_FLAG	MARSHALS	MARSHALS_FLAG	BOP	BOP_FLAG	ICE	ICE_FLAG	BIA	BIA_FLAG	S3Q10A5SPEC	S3Q10A5	S3Q10A5_FLAG	INSTATEPRIS	INSTATEPRIS_FLAG	OUTSTATEPRIS	OUTSTATEPRIS_FLAG	TRIBAL	TRIBAL_FLAG	INSTATEJAIL	INSTATEJAIL_FLAG	OUTSTATEJAIL	OUTSTATEJAIL_FLAG	S3Q10E	S3Q10E_FLAG	PEAKDATE	PEAKPOP	PEAKPOP_FLAG	ADPMALE	ADPMALE_FLAG	ADPFEMALE	ADPFEMALE_FLAG	ADP	ADP_FLAG	RATED	RATED_FLAG	ADMISMALE	ADMISMALE_FLAG	ADMISFEMALE	ADMISFEMALE_FLAG	ADMIS	ADMIS_FLAG	RELEASEMALE	RELEASEMALE_FLAG	RELEASEFEMALE	RELEASEFEMALE_FLAG	RELEASE	RELEASE_FLAG	EMONITOR	EMONITOR_FLAG	HOMEDETN	HOMEDETN_FLAG	COMMSRV	COMMSRV_FLAG	DAYREPORT	DAYREPORT_FLAG	PRETRIAL	PRETRIAL_FLAG	ALTWORK	ALTWORK_FLAG	TREATMENT	TREATMENT_FLAG	OTRNONCONFSPEC	OTRNONCONF	OTRNONCONF_FLAG	NONCONFD	NONCONFD_FLAG	COST	COST_FLAG	CORRSTAFF	CORRSTAFF_FLAG	CORRSTAFFMALE	CORRSTAFFMALE_FLAG	CORRSTAFFFEMALE	CORRSTAFFFEMALE_FLAG	OTHERSTAFF	OTHERSTAFF_FLAG	OTHERSTAFFMALE	OTHERSTAFFMALE_FLAG	OTHERSTAFFFEMALE	OTHERSTAFFFEMALE_FLAG	TOTALSTAFF	TOTALSTAFF_FLAG	CORRWHITE	CORRWHITE_FLAG	CORRBLACK	CORRBLACK_FLAG	CORRHISP	CORRHISP_FLAG	CORRAIAN	CORRAIAN_FLAG	CORRASIAN	CORRASIAN_FLAG	CORRNHOPI	CORRNHOPI_FLAG	CORRTWORACE	CORRTWORACE_FLAG	CORROTHERRACESPEC	CORROTHERRACE	CORROTHERRACE_FLAG	CORRRACEDK	CORRRACEDK_FLAG	CORRRACETOTAL	CORRRACETOTAL_FLAG
141003003061000000000	141003003	1	1.0037784781	Bond Co. Jail	2013	22	0	0	0	22	0	1	0	1	0	0	0	21	0	1	0	0	0	0	0	22	0	0	0	0	0	0	0	0	0	22	0	21	0	1	0	0	0	22	0	18	0	4	0	 	0	0	22	0	18	0	4	0	0	0	0	0	0	0	0	0	0	0	 	0	0	0	0	22	0	4	0	0	0	0	0	0	0	 	0	0	0	0	0	0	0	0	0	0	0	0	4	0	28	26	0	20	0	4	0	24	0	22	0	233	0	63	0	296	0	227	0	66	0	293	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	 	0	0	0	0	344217	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	 	0	0	0	0	-1	-1
131009009061000000000	131009009	2	1	Bonner Co. Jail	2013	61	0	0	0	61	0	1	0	14	0	0	1	51	0	10	0	0	0	0	0	61	0	0	0	15	1	5	1	10	1	46	1	12	1	20	1	14	0	61	0	30	1	11	1	 	20	1	61	0	40	1	5	1	5	1	11	1	0	0	0	0	0	0	 	0	0	0	0	61	0	12	1	0	0	0	0	0	0	 	0	0	8	1	0	0	0	1	0	1	0	1	20	1	10	65	0	65	1	20	1	85	0	124	0	2000	1	290	1	2290	1	0	1	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	 	0	0	0	0	2900000	1	36	0	31	0	5	0	2	0	2	0	0	0	38	0	35	0	0	0	0	0	1	0	0	0	0	0	0	0	 	0	0	0	0	36	0
131010010061000000000	131010010	4	1	Bonneville Co. Jail	2013	359	0	7	0	366	0	1	0	0	0	-1	-1	231	0	128	0	0	0	0	0	359	0	0	0	359	3	-1	-1	-1	-1	0	3	-1	-1	-1	-1	-1	-1	359	0	-1	-1	-1	-1	 	-1	-1	359	0	110	3	234	3	15	3	0	3	0	3	0	3	0	3	 	0	3	0	3	359	0	0	0	0	0	0	0	0	0	 	0	0	116	0	0	0	0	0	0	0	0	0	116	0	12	394	0	253	0	112	0	365	0	525	0	4299	0	1891	0	6190	0	4216	0	1852	0	6068	0	0	0	0	0	0	0	0	0	0	0	7	0	0	0	 	0	0	7	0	8108330	0	66	0	51	0	15	0	22	0	5	0	17	0	88	0	61	0	0	0	4	0	1	0	0	0	0	0	0	0	 	0	0	0	0	66	0
141004004061000000000	141004004	2	1.0037784781	Boone Co. Jail	2013	84	0	0	0	84	0	1	0	0	0	0	0	75	1	9	1	0	0	0	0	84	0	0	0	12	1	2	1	10	1	72	1	68	1	4	1	0	0	84	0	60	1	24	1	 	0	0	84	0	50	1	12	1	22	1	0	0	0	0	0	0	0	0	 	0	0	0	0	84	0	18	1	0	0	0	0	0	0	 	0	0	0	0	0	0	0	0	21	1	2	1	41	0	31	84	0	89	0	10	0	99	0	150	0	2881	0	715	0	3596	0	2800	1	700	1	3500	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	 	0	0	0	0	2573105	0	34	0	28	0	6	0	3	0	2	0	1	0	37	0	33	0	0	0	1	0	0	0	0	0	0	0	0	0	 	0	0	0	0	34	0
151006006062000000000	151006006	3	1.1264478118	Boone Co. Jail	2013	147	0	0	0	147	0	1	0	3	0	2	0	122	0	25	0	0	0	0	0	147	0	0	0	28	0	15	0	13	0	119	0	118	0	1	0	0	0	147	0	103	0	43	0	HoldOtherCounty	1	0	147	0	131	0	10	0	0	0	0	0	2	0	0	0	0	0	 	0	0	4	0	147	0	0	0	0	0	0	0	0	0	 	0	0	7	0	0	0	0	0	0	0	0	0	7	0	13	159	0	125	0	25	0	150	0	183	0	1608	0	548	0	2156	0	368	0	119	0	487	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	 	0	0	0	0	1331718	0	15	0	12	0	3	0	4	0	3	0	1	0	19	0	15	0	0	0	0	0	0	0	0	0	0	0	0	0	 	0	0	0	0	15	0
181008008060100000000	181008008	4	1.1174164762	Boone Co. Jail	2013	446	0	0	0	446	0	1	0	4	0	138	0	374	0	72	0	0	0	0	0	446	0	0	0	423	0	12	0	411	0	23	0	11	0	12	0	0	0	446	0	281	0	27	0	immigration	138	0	446	0	258	0	47	0	138	0	0	0	0	0	0	0	0	0	 	0	0	3	0	446	0	17	0	2	0	138	0	0	0	 	0	0	74	0	0	0	0	0	215	0	0	0	446	0	13	515	0	350	0	67	0	417	0	424	0	7727	0	2310	0	10037	0	3000	0	2303	0	5303	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	 	0	0	0	0	4798860	0	72	0	47	0	25	0	0	0	0	0	0	0	72	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	 	0	0	72	0	72	0
281006006061000000000	281006006	1	1.0271971655	Boone Co. Jail	2013	0	0	0	0	0	0	0	0	-1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-1	-1	-1	-1	 	-1	-1	-1	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	 	0	0	0	0	0	0	0	0	0	0	0	0	0	0	 	0	0	0	0	0	0	0	0	0	0	0	0	0	0	17	2	0	1	0	0	0	1	0	8	0	2	0	0	0	2	0	2	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	 	0	0	0	0	-1	-1	2	0	0	0	2	0	1	0	1	0	0	0	3	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	 	0	0	0	0	2	0
181008008060100000000	181008008	4	1.1174164762	Boone Co. Jail Workcamp	2013	63	0	0	0	63	0	1	0	3	0	0	0	63	0	0	0	0	0	0	0	63	0	0	0	63	0	0	0	63	0	0	0	0	0	0	0	0	0	63	0	56	0	7	0	 	0	0	63	0	57	0	6	0	0	0	0	0	0	0	0	0	0	0	 	0	0	0	0	63	0	0	0	0	0	0	0	0	0	 	0	0	63	0	0	0	0	0	0	0	0	0	63	0	17	70	1	66	0	0	0	66	0	76	0	66	1	0	0	66	1	180	1	0	0	180	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	 	0	0	0	0	0	1	1	0	1	0	0	0	0	0	0	0	0	0	1	0	1	1	0	1	0	1	0	1	0	1	0	1	0	0	 	0	1	0	1	1	0
041005005061000000000	041005005	2	1.226637554	Boone Co. Law Enf. Ctr.	2013	93	0	0	0	93	0	0	0	-1	1	0	0	82	0	11	0	0	0	0	0	93	0	0	0	24	1	12	1	12	1	69	1	-1	-1	-1	-1	-1	-1	93	0	86	0	7	0	 	0	0	93	0	92	0	0	0	1	0	0	0	0	0	0	0	0	0	 	0	0	0	0	93	0	0	0	0	0	0	0	0	0	 	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9	93	0	80	0	13	0	93	0	103	0	1560	0	500	0	2060	0	1008	0	552	0	1560	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	 	0	0	0	0	1095239	0	16	0	10	0	6	0	4	0	2	0	2	0	20	0	16	0	0	0	0	0	0	0	0	0	0	0	0	0	 	0	0	0	0	16	0
261010010061000000000	261010010	3	1.0338247347	Boone County Jail	2013	195	0	0	0	195	0	0	0	-1	1	0	0	169	0	26	0	0	0	0	0	195	0	0	0	45	0	0	0	45	0	150	0	150	0	0	0	0	0	195	0	140	0	55	0	 	0	0	195	0	104	0	80	0	7	0	2	0	1	0	1	0	0	0	 	0	0	0	0	195	0	0	0	1	0	1	0	0	0	 	0	0	0	0	0	0	0	0	0	0	0	0	2	0	8	213	0	167	0	29	0	196	0	210	0	465	0	155	0	620	0	465	0	155	0	620	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	 	0	0	0	0	-1	-1	51	0	37	0	14	0	14	0	4	0	10	0	65	0	48	0	2	0	1	0	0	0	0	0	0	0	0	0	 	0	0	0	0	51	0
441018018061000000000	441018018	1	1.0327425388	Bosque Co. Jail	2013	27	0	0	0	27	0	0	0	-1	1	1	0	27	0	0	0	0	0	0	0	27	0	0	0	6	0	0	0	6	0	21	0	18	0	0	0	3	0	27	0	22	0	2	0	childsupportcomm	3	0	27	0	16	0	4	0	7	0	0	0	0	0	0	0	0	0	 	0	0	0	0	27	0	0	0	0	0	1	0	0	0	 	0	0	26	0	0	0	0	0	0	0	0	0	27	0	27	28	0	28	0	1	0	29	0	35	0	465	0	126	0	591	0	764	1	150	1	914	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	 	0	0	0	0	458060	1	17	0	12	0	5	0	0	0	0	0	0	0	17	0	16	0	0	0	1	0	0	0	0	0	0	0	0	0	 	0	0	0	0	17	0
192008002061000000000	192008002	2	1.1804623753	Bossier City Jail	2013	37	0	0	0	37	0	1	0	3	0	0	0	29	0	8	0	0	0	0	0	37	0	0	0	24	0	0	0	24	0	13	0	7	0	6	0	0	0	37	0	6	0	31	0	 	0	0	37	0	16	0	15	0	4	0	0	0	2	0	0	0	0	0	 	0	0	0	0	37	0	0	0	0	0	0	0	0	0	 	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	68	0	38	1	14	1	52	0	70	0	3244	1	1457	1	4701	0	3219	1	1415	1	4664	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	 	0	0	0	0	93642	0	9	0	7	0	2	0	0	0	0	0	0	0	9	0	6	0	3	0	0	0	0	0	0	0	0	0	0	0	 	0	0	0	0	9	0
191008008060000007200	191008008	6	1.1804623753	Bossier Parish Maximum Security Facility	2013	329	0	0	0	329	0	0	0	-1	1	3	0	205	0	106	0	10	0	8	0	329	0	18	0	90	0	0	0	90	0	239	0	229	0	10	0	0	0	329	0	253	0	76	0	 	0	0	329	0	129	0	175	0	25	0	0	0	0	0	0	0	0	0	 	0	0	0	0	329	0	4	0	0	0	0	0	0	0	 	0	0	10	0	6	0	0	0	10	0	6	0	36	0	22	341	0	124	1	101	1	225	0	546	0	3859	0	2598	0	6457	0	956	0	786	0	1742	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	 	0	0	0	0	0	0	77	0	58	0	19	0	10	0	8	0	2	0	87	0	71	0	6	0	0	0	0	0	0	0	0	0	0	0	 	0	0	0	0	77	0
191008008060000007200	191008008	6	1.1804623753	Bossier Parish Minimum Security	2013	191	0	0	0	191	0	0	0	-1	1	4	0	190	0	0	0	1	0	0	0	191	0	1	0	68	0	0	0	68	0	123	0	119	0	4	0	0	0	191	0	41	0	150	0	 	0	0	191	0	96	0	91	0	4	0	0	0	0	0	0	0	0	0	 	0	0	0	0	191	0	0	0	0	0	4	0	0	0	 	0	0	0	0	0	0	0	0	0	0	0	0	4	0	1	204	0	223	0	0	0	223	0	248	0	1155	0	0	0	1155	0	1195	0	0	0	1195	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	 	0	0	0	0	0	0	21	0	21	0	0	0	5	0	3	0	2	0	26	0	21	0	0	0	0	0	0	0	0	0	0	0	0	0	 	0	0	0	0	21	0
191008008060000007200	191008008	6	1.1804623753	Bossier Parish Work Release Facility	2013	102	0	0	0	102	0	0	0	-1	1	0	0	102	0	0	0	0	0	0	0	102	0	0	0	102	0	0	0	102	0	0	0	0	0	0	0	0	0	102	0	102	0	0	0	 	0	0	102	0	44	0	54	0	4	0	0	0	0	0	0	0	0	0	 	0	0	0	0	102	0	0	0	0	0	0	0	0	0	 	0	0	102	0	0	0	0	0	0	0	0	0	102	0	31	102	0	94	0	0	0	94	1	120	0	46	0	0	0	46	0	171	0	0	0	171	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	 	0	0	0	0	2090159	1	20	0	20	0	0	0	4	0	3	0	1	0	24	0	20	0	0	0	0	0	0	0	0	0	0	0	0	0	 	0	0	0	0	20	0
191008008060000007200	191008008	6	1.1804623753	Bossier Sheriff Correctional Facility	2013	586	0	0	0	586	0	0	0	-1	1	0	0	586	0	0	0	0	0	0	0	586	0	0	0	557	0	0	0	557	0	29	0	24	0	5	0	0	0	586	0	586	0	0	0	 	0	0	586	0	188	0	375	0	22	0	1	0	0	0	0	0	0	0	 	0	0	0	0	586	0	29	0	0	0	0	0	0	0	 	0	0	557	0	0	0	0	0	0	0	0	0	586	0	28	587	0	577	0	0	0	577	0	624	0	1156	0	0	0	1156	0	1159	0	0	0	1159	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	 	0	0	0	0	0	0	38	0	38	0	0	0	18	0	5	0	13	0	56	0	33	0	5	0	0	0	0	0	0	0	0	0	0	0	 	0	0	0	0	38	0
471012012061000000000	471012012	3	1.062226707	Botetourt County Jail	2013	77	0	0	0	77	0	0	0	-1	1	0	0	66	0	11	0	0	0	0	0	77	0	0	0	47	1	0	1	47	1	30	1	30	1	0	1	0	1	77	0	-1	-1	-1	-1	 	-1	-1	77	0	67	0	10	0	0	0	0	0	0	0	0	0	0	0	 	0	0	0	0	77	0	0	0	0	0	0	0	0	0	 	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	94	0	90	0	23	0	113	0	124	0	632	1	214	1	846	1	-1	-1	-1	-1	902	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	 	0	0	0	0	-1	-1	33	3	27	3	6	3	7	3	2	3	5	3	40	3	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	 	-1	-1	-1	-1	-1	-1
351005005061000000000	351005005	1	1.2255793225	Bottineau County Jail	2013	4	0	0	0	4	0	1	0	0	0	0	0	4	0	0	0	0	0	0	0	4	0	0	0	2	0	0	0	2	0	2	0	2	0	0	0	0	0	4	0	2	0	2	0	 	0	0	4	0	2	0	0	0	0	0	2	0	0	0	0	0	0	0	 	0	0	0	0	4	0	0	0	0	0	0	0	0	0	 	0	0	0	0	0	0	0	0	0	0	0	0	0	0	15	8	0	5	0	0	0	5	0	9	0	173	0	30	0	203	0	-1	-1	-1	-1	413	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	 	0	0	0	0	-1	-1	0	3	0	3	0	3	3	3	2	3	1	3	3	3	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	 	-1	-1	-1	-1	-1	-1
061007007061000000000	061007007	4	1.0644577388	Boulder Co. Jail	2013	403	0	140	0	543	0	1	0	35	0	22	0	348	0	55	0	0	0	0	0	403	0	0	0	193	0	101	0	92	0	210	0	205	0	5	0	0	0	403	0	202	1	201	1	 	0	0	403	0	316	1	15	1	64	1	3	1	4	1	1	1	0	1	 	0	0	0	0	403	0	0	0	0	0	22	0	0	0	 	0	0	5	1	0	0	0	0	5	1	2	1	34	0	2	449	0	415	0	60	0	475	0	530	0	7651	1	1143	1	8794	0	7673	1	1146	1	8819	0	17	0	0	0	0	0	46	0	0	0	77	0	0	0	 	0	0	140	0	12361536	1	122	1	88	1	34	1	54	1	27	1	27	1	176	0	109	0	3	0	7	0	1	0	0	0	2	0	0	1	 	0	0	0	0	122	1
131011011061000000000	131011011	1	1	Boundary Co. Det. Fac.	2013	23	0	0	0	23	0	1	0	3	0	3	1	19	0	4	0	0	0	0	0	23	0	0	0	17	0	0	0	17	0	6	0	4	0	1	0	1	0	23	0	15	0	8	0	 	0	0	23	0	21	1	0	0	1	1	1	1	0	0	0	0	0	0	 	0	0	0	0	23	0	0	0	0	0	0	0	0	0	 	0	0	4	0	0	0	0	0	2	0	0	0	6	0	6	26	0	15	0	5	0	20	0	23	0	270	1	110	1	380	1	357	1	165	1	522	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	 	0	0	0	0	522841	1	8	0	7	0	1	0	2	0	1	0	1	0	10	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	 	0	0	0	0	8	0
181009009060100000000	186009009	3	1.1174164762	Bourbon County Jail	2013	112	1	0	1	112	1	1	0	5	1	2	1	90	1	22	1	0	1	0	1	112	1	0	0	22	1	12	1	10	1	90	1	13	1	0	1	77	1	112	1	35	1	77	1	 	0	1	112	1	99	1	11	1	2	1	0	1	0	1	0	1	0	1	 	0	1	0	1	112	1	2	1	0	1	0	1	0	1	 	0	1	17	1	0	1	0	1	0	1	0	1	19	1	18	124	1	90	1	25	1	115	1	87	1	2280	1	1258	1	3538	1	2874	1	1164	1	4038	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	 	0	0	0	0	950000	1	24	1	13	1	11	1	0	1	0	1	0	1	24	1	20	1	4	1	0	1	0	1	0	1	0	1	0	1	 	0	1	0	1	24	1
441019019060000014700	441019019	4	1.0327425388	Bowie Corrections Center and Bi State Jail	2013	440	0	0	0	440	0	0	0	-1	1	1	0	361	0	79	0	0	0	0	0	440	0	0	0	224	0	29	0	195	0	216	0	204	0	12	0	0	0	440	0	326	0	85	0	benchwarrants-appeals	29	0	440	0	188	0	206	0	45	0	0	0	1	0	0	0	0	0	 	0	0	0	0	440	0	91	0	0	0	0	0	0	0	 	0	0	4	0	0	0	0	0	0	0	12	0	107	0	3	443	0	356	0	71	0	427	0	921	0	5763	0	2179	0	7942	0	6574	0	1272	0	7846	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	 	0	0	0	0	-1	-1	106	0	62	0	44	0	18	0	5	0	13	0	124	0	55	0	48	0	3	0	0	0	0	0	0	0	0	0	 	0	0	0	0	106	0
281007007061000000000	281007007	1	1.0271971655	Box Butte Co. Jail	2013	10	0	0	0	10	0	1	0	0	0	6	0	10	0	0	0	0	0	0	0	10	0	0	0	3	0	0	0	3	0	7	0	6	0	1	0	0	0	10	0	2	0	8	0	 	0	0	10	0	4	0	0	0	0	0	4	0	0	0	0	0	2	0	 	0	0	0	0	10	0	0	0	0	0	0	0	0	0	 	0	0	0	0	0	0	0	0	1	0	0	0	1	0	12	10	0	10	1	2	1	12	1	31	0	414	0	132	0	546	0	409	0	132	0	541	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	 	0	0	0	0	304312	1	10	0	7	0	3	0	2	0	0	0	2	0	12	0	9	0	1	0	0	0	0	0	0	0	0	0	0	0	 	0	0	0	0	10	0
451002002061000000000	451002002	3	1.1340128916	Box Elder Co. Jail	2013	114	0	0	0	114	0	0	0	-1	1	29	1	98	0	16	0	0	0	0	0	114	0	0	0	82	1	2	0	80	0	32	1	32	1	0	0	0	0	114	0	51	1	63	1	 	0	0	114	0	87	1	4	1	20	1	2	1	0	1	0	1	1	1	 	0	0	0	0	114	0	0	0	0	0	0	0	0	0	 	0	0	27	0	0	0	0	0	0	0	0	0	27	0	31	114	0	107	0	22	0	129	0	164	0	1763	1	579	1	2342	1	1387	1	467	1	1854	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	 	0	0	0	0	-1	-1	41	0	30	0	11	0	8	0	4	0	4	0	49	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	 	-1	-1	-1	-1	41	0
181010010060100000000	181010010	3	1.1174164762	Boyd County Detention Center	2013	249	0	0	0	249	0	1	0	10	1	0	1	192	0	57	0	0	0	0	0	249	0	0	0	104	1	21	1	83	1	145	1	120	1	25	1	0	0	249	0	194	1	55	1	 	0	1	249	0	215	0	32	0	0	0	0	0	0	0	0	0	0	0	 	0	0	2	0	249	0	0	0	0	0	0	0	0	0	 	0	0	51	0	0	0	0	0	198	0	0	0	249	0	23	259	0	190	0	58	0	248	0	206	0	2548	0	1143	0	3691	0	2510	0	1144	0	3654	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	 	0	0	0	0	3469976	0	36	0	26	0	10	0	6	0	4	0	2	0	42	0	35	0	0	0	1	0	0	0	0	0	0	0	0	0	 	0	0	0	0	36	0
181011011060100000000	181011011	4	1.1174164762	Boyle County Detention Center	2013	242	0	0	0	242	0	1	0	65	1	0	0	206	0	36	0	0	0	0	0	242	0	0	0	138	1	-1	-1	-1	-1	104	1	-1	-1	-1	-1	-1	-1	242	0	135	1	107	1	 	0	0	242	0	190	0	52	0	0	0	0	0	0	0	0	0	0	0	 	0	0	0	0	242	0	0	0	0	0	0	0	0	0	 	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	290	0	234	0	54	0	288	0	297	0	2198	0	834	0	3032	0	2214	0	847	0	3061	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	 	0	0	0	0	3275202	1	35	0	25	0	10	0	8	0	3	0	5	0	43	0	30	0	5	0	0	0	0	0	0	0	0	0	0	0	 	0	0	0	0	35	0
391008008061000000000	391008008	3	1.1037050271	Bradford Co. Corr. Fac.	2013	154	0	2	0	156	0	0	0	-1	1	2	0	130	0	24	0	0	0	0	0	154	0	0	0	110	0	10	0	100	0	44	0	30	0	4	0	10	0	154	0	44	0	100	0	SUMMERY	10	0	154	0	147	0	5	0	0	0	0	0	0	0	0	0	0	0	 	0	0	2	0	154	0	0	0	0	0	0	0	0	0	 	0	0	0	0	0	0	0	0	0	0	0	0	0	0	18	185	0	161	0	25	0	186	0	207	0	966	0	321	0	1287	0	999	0	332	0	1331	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	 	0	0	2	0	3610000	0	50	0	33	0	17	0	16	0	6	0	10	0	66	0	49	0	1	0	0	0	0	0	0	0	0	0	0	0	 	0	0	0	0	50	0
101004004061000000000	101004004	3	1.0460018682	Bradford Co. Jail	2013	141	1	0	1	141	1	1	0	2	1	0	1	124	1	17	1	0	0	0	0	141	1	0	0	22	1	0	0	22	1	119	1	117	1	2	1	0	1	141	1	119	1	22	1	 	0	0	141	1	72	1	65	1	4	1	0	0	0	0	0	0	0	0	 	0	0	0	0	141	1	2	1	0	0	0	0	0	0	 	0	0	0	0	0	0	0	0	0	0	0	0	2	1	16	163	1	125	1	12	1	137	1	161	1	1870	1	605	1	2475	1	1630	1	509	1	2139	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	 	0	0	0	0	1800000	1	25	1	17	1	8	1	5	1	1	1	4	1	30	1	22	1	3	1	0	0	0	0	0	0	0	0	0	0	 	0	0	0	0	25	1
431006006061000000000	431006006	4	1.112747792	Bradley Co. Jail	2013	346	0	0	1	346	1	0	0	-1	1	20	1	294	0	52	0	0	0	0	0	346	0	0	0	111	1	0	1	111	1	235	1	225	1	10	1	0	0	346	0	290	0	56	0	 	0	0	346	0	267	1	40	1	34	1	3	1	2	1	0	1	0	1	 	0	1	0	1	346	0	84	0	0	1	2	1	0	0	 	0	1	36	1	3	1	0	1	0	1	0	1	125	1	11	427	0	370	1	77	1	447	1	408	1	4481	0	1732	0	6213	0	4602	0	1760	0	6362	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	 	0	0	0	0	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	 	0	0	0	0	-1	-1
231012012061000000000	231012012	3	1.1816735088	Branch Co. Jail	2013	135	0	0	0	135	0	0	0	-1	1	0	0	107	1	21	1	5	1	2	0	135	0	7	0	80	1	0	1	80	1	55	1	53	1	2	1	0	0	135	0	40	1	95	1	 	0	0	135	0	125	1	6	1	4	1	0	0	0	0	0	0	0	0	 	0	0	0	0	135	0	0	0	0	0	0	0	0	0	 	0	0	0	0	0	0	0	0	0	0	0	0	0	0	17	143	0	107	0	27	0	134	0	142	0	1750	1	583	1	2333	0	1734	1	577	1	2311	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	 	0	0	0	0	2241266	0	19	0	14	0	5	0	3	0	1	0	2	0	22	0	19	0	0	0	0	0	0	0	0	0	0	0	0	0	 	0	0	0	0	19	0
111013013061000000000	111013013	2	1.138954804	Brantley Co. Jail	2013	85	1	0	0	85	1	0	0	-1	1	0	0	64	1	18	1	3	1	0	1	85	1	0	0	13	0	10	0	3	0	72	0	55	0	6	0	11	0	85	1	68	0	17	0	 	0	0	85	1	80	0	4	0	0	0	0	0	0	0	0	0	0	0	 	0	0	1	0	85	1	0	0	0	0	0	0	0	0	 	0	0	3	0	0	0	0	0	0	0	0	0	3	0	6	95	1	69	1	16	1	85	1	124	1	425	1	125	1	550	1	800	1	400	1	1200	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	 	0	0	0	0	216419	1	29	1	18	1	11	1	4	1	0	0	4	1	33	1	26	1	3	1	0	0	0	0	0	0	0	0	0	0	 	0	0	0	0	29	1
